@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE classe {dog}
@DATA
9.546E0,8.078E-2,6.874E-4,1.419E2,5.583E-4,1.895E-2,5.329E-2,1.42E1,9.111E-13,1.3E1,6.591E-5,3.637E0,1.712E0,1.447E0,1.527E0,1.528E0,1.443E0,1.41E0,1.362E0,1.283E0,1.252E0,1.152E0,1.077E0,1.027E0,6.567E-2,1.45E-1,9.78E-2,7.368E-2,6.973E-2,5.758E-2,5.509E-2,5.314E-2,5.19E-2,0E0,7.431E-2,8.097E0,5.775E2,4.066E4,7.436E6,3.264E1,2.388E-1,1.267E-3,1.499E3,2.584E-3,1.217E-1,5.546E-1,8.565E1,2.206E2,4.141E2,9.139E-3,-8.993E1,1.289E-1,-1.042E0,1.206E0,1.204E0,1.996E0,-8.528E-1,-1.351E0,-1.113E0,-5.772E-1,-4.159E-1,-6.14E-2,1.817E-1,-8.495E-1,3.201E-1,-9.061E-2,8.976E-3,-6.284E-2,8.036E-2,-2.074E-2,3.745E-2,-5.361E-2,0E0,5.159E-1,6.676E1,3.881E3,2.77E5,5.259E7,dog
5.37E1,3.23E-1,7.026E-4,2.876E2,5.693E-4,3.973E-2,3.228E-2,9.349E1,3.236E0,2.844E0,3.23E-4,2.27E1,1.029E1,3.89E0,2.684E0,2.047E0,1.912E0,1.569E0,1.448E0,1.302E0,1.183E0,1.232E0,1.172E0,1.117E0,4.421E-1,2.681E-1,2.284E-1,1.896E-1,1.642E-1,1.426E-1,1.384E-1,1.235E-1,1.093E-1,0E0,2.371E-1,3.484E1,1.123E3,2.11E5,1.889E7,9.157E1,5.998E-1,3.528E-4,1.397E3,6.225E-4,4.062E-2,6.425E-1,1.719E2,8.892E1,3.987E1,1.273E-2,-1.41E2,-4.384E0,2.935E0,1.431E0,3.794E0,1.944E-1,5.316E-1,2.166E-1,4.002E-1,-4.083E-1,-3.049E-1,-6.368E-1,-3.678E-1,-2.592E-1,-2.869E-2,-1.284E-1,2.634E-2,-3.529E-2,1.016E-1,-3.975E-2,3.913E-2,-4.018E-2,0E0,2.224E-1,1.101E2,5.137E3,7.389E4,5.886E7,dog
2.691E-1,1.896E-3,2.848E-3,1.846E2,3.329E-3,1.221E-1,3.692E-2,3.331E0,0E0,0E0,0E0,1.114E1,3.144E0,3.535E0,1.605E0,1.797E0,1.869E0,1.663E0,1.283E0,1.33E0,1.218E0,1.069E0,1.164E0,1.04E0,1.734E-3,2.232E-1,1.039E-1,5.703E-2,4.233E-2,3.34E-2,2.956E-2,2.38E-2,2.162E-2,0E0,9.709E-2,3.203E0,2.858E2,3.677E4,6.441E6,3.098E0,1.502E-2,9.352E-4,1.607E3,3.381E-3,1.263E-1,5.699E-1,7.427E0,0E0,0E0,0E0,-1.859E2,1.516E1,6.461E0,5.583E0,4.458E0,4.987E0,3.63E0,2.133E0,6.503E-1,-2.166E-2,5.55E-1,6.422E-1,3.414E-1,-9.97E-1,3.604E-1,2.224E-1,1.714E-1,1.367E-1,1.171E-1,9.853E-2,8.888E-2,7.896E-2,0E0,1.029E-1,7.722E0,4.307E2,5.986E4,1.039E7,dog
5.116E0,2.679E-2,4.027E-3,1.295E2,1.851E-3,7.056E-2,4.051E-2,9.561E0,7.206E-15,2.233E0,8.881E-3,2.706E1,4.223E0,2.364E0,4.787E0,2.012E0,1.897E0,2.458E0,2.783E0,2.583E0,1.664E0,1.82E0,1.613E0,1.485E0,7.809E-3,2.311E-1,1.137E-1,1.003E-1,1.017E-1,8.126E-2,7.034E-2,5.31E-2,5.441E-2,0E0,8.313E-2,3.544E0,4.72E2,7.351E4,1.423E7,5.983E0,3.469E-2,9.723E-4,1.528E3,7.127E-4,2.716E-2,8.908E-1,1.592E1,6.25E1,9.659E0,4.592E-2,-2.005E2,1.984E1,4.134E-1,-4.774E0,-7.436E-1,6.416E-1,-1.175E0,-2.046E0,-1.624E0,-1.133E0,-9.796E-1,-2.903E-1,-2.521E-1,-9.909E-1,6.172E-1,2.671E-1,1.037E-1,-2.574E-3,-3.448E-2,-7.106E-2,-4.994E-2,-3.824E-2,0E0,3.648E-2,1.733E1,1.072E3,1.551E5,2.859E7,dog
8.495E0,6.325E-2,1.311E-3,1.779E2,1.189E-3,5.122E-2,3.9E-2,1.632E1,0E0,0E0,0E0,2.969E1,4.125E0,8.016E0,3.157E0,2.888E0,1.757E0,1.978E0,2.175E0,2.09E0,1.839E0,2.094E0,1.848E0,1.467E0,2.513E-2,3.452E-1,2.019E-1,1.441E-1,1.163E-1,1.03E-1,9.024E-2,7.963E-2,6.916E-2,0E0,1.109E-1,8.914E0,1.118E3,1.303E5,2.387E7,8.366E0,4.836E-2,4.303E-4,1.621E3,5.826E-4,2.429E-2,8.579E-1,2.427E1,0E0,0E0,0E0,-1.821E2,8.968E0,2.327E-1,1.004E0,9.039E-1,2.326E-1,-5.107E-1,8.028E-1,7.751E-1,3.014E-1,9.509E-2,-7.067E-1,1.348E-1,-9.797E-1,3.095E-1,2.392E-2,7.875E-2,3.726E-2,5.529E-2,1.52E-2,6.52E-2,2.95E-2,0E0,5.157E-2,3.259E1,2.667E3,3.253E5,5.922E7,dog
1.696E1,9.197E-2,1.358E-2,2.016E2,3.982E-3,1.559E-1,0E0,3.257E1,0E0,0E0,0E0,5.304E1,5.525E0,9.259E0,2.406E0,2.804E0,1.943E0,1.979E0,1.924E0,1.786E0,1.505E0,1.375E0,1.329E0,1.201E0,5.62E-2,3.192E-1,2.644E-1,1.678E-1,2.087E-1,1.439E-1,1.439E-1,1.066E-1,7.611E-2,0E0,4.817E-1,1.28E1,8.123E2,9.807E4,1.727E7,1.555E1,8.487E-2,4.941E-3,1.506E3,1.443E-3,5.864E-2,0E0,3.515E1,0E0,0E0,0E0,-1.997E2,-3.863E-2,-6.586E0,4.244E0,8.193E-1,7.907E-1,-1.8E0,4.771E-1,-3.108E-1,-6.285E-1,7.154E-1,-8.894E-1,-1.375E0,-9.496E-1,5.173E-1,-1.707E-1,-2.645E-2,7.159E-2,1.812E-2,-3.785E-2,-5.144E-2,-2.224E-2,0E0,1.716E-1,3.508E1,1.89E3,2.111E5,3.754E7,dog
2.769E0,2.35E-2,3.845E-3,1.183E2,2.631E-3,9.131E-2,1.303E-2,7.588E0,0E0,0E0,0E0,2.261E1,3.96E0,3.466E0,2.909E0,2.478E0,2.22E0,1.935E0,1.944E0,2.039E0,2.371E0,1.892E0,1.435E0,1.639E0,8.874E-3,1.08E-1,1.37E-1,1.556E-1,1.592E-1,1.277E-1,9.712E-2,8.173E-2,8.52E-2,0E0,1.766E-1,3.882E0,4.01E2,4.667E4,8.624E6,1.78E1,9.306E-2,3.463E-3,1.542E3,4.052E-3,1.562E-1,5.245E-1,3.782E1,0E0,0E0,0E0,-1.18E2,1.181E1,-1.353E1,-3.967E0,-6.836E0,-3.787E0,-3.139E0,-5.111E-1,-1.328E0,4.533E-1,9.031E-1,5.484E-1,-3.662E0,-9.678E-1,8.202E-1,2.013E-1,-1.128E-1,-1.825E-1,1.724E-1,1.297E-1,8.571E-3,1.175E-1,0E0,3.119E-1,3.232E1,1.44E3,1.921E5,3.44E7,dog
5.706E0,4.105E-2,1.298E-2,1.341E2,3.909E-3,1.487E-1,3.124E-2,1.296E1,0E0,0E0,0E0,4.56E1,7.877E0,8.329E0,3.31E0,2.963E0,2.404E0,2.285E0,2.587E0,2.163E0,2.107E0,2.221E0,2.378E0,1.766E0,2.776E-2,1.476E-1,2.202E-1,2.532E-1,1.897E-1,1.479E-1,1.21E-1,8.856E-2,8.628E-2,0E0,3.638E-1,7.867E0,7.151E2,5.129E4,7.556E6,2.537E1,1.287E-1,6.208E-3,1.536E3,2.764E-3,1.106E-1,7.156E-1,5.644E1,0E0,0E0,0E0,-1.504E2,1.835E-1,-1.286E1,-4.7E0,-4.553E0,5.959E-1,3.451E-1,9.028E-1,-1.804E-1,-2.083E0,-1.442E0,-2.59E-1,1.242E0,-9.348E-1,7.996E-1,-2.808E-1,2.438E-1,1.294E-2,1.697E-1,6.473E-2,2.817E-2,4.342E-2,0E0,2.621E-1,4.034E1,1.116E3,6.835E4,8.813E6,dog
7.643E0,3.882E-2,7.322E-3,1.771E2,2.581E-3,9.744E-2,1.863E-2,1.519E1,0E0,0E0,0E0,2.777E1,5.66E0,7.923E0,3.55E0,2.677E0,2.672E0,3.33E0,2.59E0,3.308E0,2.226E0,2.454E0,2.312E0,1.895E0,2.024E-2,2.51E-1,2.7E-1,1.831E-1,1.111E-1,1.005E-1,8.902E-2,8.662E-2,7.272E-2,0E0,1.366E-1,7.853E0,9.33E2,1.126E5,2.077E7,1.199E1,6.824E-2,2.44E-3,1.51E3,1.147E-3,4.419E-2,8.245E-1,2.895E1,0E0,0E0,0E0,-1.794E2,1.591E1,-2.938E0,1.539E0,-6.634E-1,-1.476E0,-3.262E0,-7.18E-1,1.476E0,1.033E0,-4.29E-1,-1.619E0,-6.022E-1,-9.77E-1,6.966E-1,9.692E-2,-2.807E-2,-2.476E-2,5.218E-2,2.287E-2,3.029E-2,2.112E-2,0E0,6.752E-2,2.479E1,1.354E3,1.748E5,3.176E7,dog
4.541E0,3.89E-2,9.486E-3,1.654E2,3.849E-3,1.522E-1,0E0,1.149E1,0E0,0E0,0E0,3.378E1,7.894E0,6.871E0,2.739E0,2.912E0,2.477E0,2.842E0,2.684E0,2.681E0,3.1E0,2.258E0,2.926E0,2.624E0,2.33E-2,1.037E-1,3.02E-1,2.276E-1,1.498E-1,1.222E-1,9.848E-2,8.629E-2,9.624E-2,0E0,3.264E-1,7.783E0,4.497E2,2.596E4,4.394E6,2.413E1,1.192E-1,6.923E-3,1.572E3,3.867E-3,1.54E-1,0E0,4.997E1,0E0,0E0,0E0,-1.36E2,1.74E0,-1.802E1,-6.848E0,-5.075E0,2.206E0,-8.454E-1,3.171E0,-1.131E0,1.835E-1,-1.872E0,-4.064E0,1.224E0,-9.463E-1,8.837E-1,-1.949E-1,1.264E-1,8.556E-2,8.799E-2,1.137E-2,4.307E-3,8.493E-2,0E0,3.07E-1,3.41E1,6.263E2,3.61E4,4.367E6,dog
1.946E1,1.565E-1,1.328E-3,2.582E2,1.456E-3,5.605E-2,3.029E-2,3.898E1,2.588E0,1.129E1,2.543E-4,1.158E2,7.633E0,3.324E0,3.88E0,3.235E0,2.743E0,2.301E0,2.052E0,2.178E0,1.841E0,1.752E0,2.4E0,1.884E0,1.746E-1,3.144E-1,3.056E-1,2.24E-1,1.751E-1,1.794E-1,1.421E-1,1.223E-1,1.367E-1,0E0,1.45E-1,2.035E1,1.364E3,1.03E5,1.905E7,4.479E1,2.565E-1,7.76E-4,1.574E3,1.564E-3,6.443E-2,5.044E-1,9.557E1,1.203E2,1.375E2,1.107E-2,-1.464E2,-6.092E0,-7.82E0,-1.572E0,-3.495E0,3.245E0,1.241E0,-1.836E0,-3.104E0,-1.466E0,3.578E-1,5.429E-1,-2.645E0,-7.933E-1,6.215E-1,4.217E-3,-4.117E-2,1.544E-1,2.751E-1,6.181E-2,8.267E-2,8.028E-2,0E0,1.769E-1,6.733E1,3.046E3,2.438E5,4.664E7,dog
1.225E1,1.145E-1,2.266E-3,1.347E2,1.659E-3,6.202E-2,4.283E-2,3.074E1,4.814E1,7.906E0,1.22E-3,2.657E1,5.885E0,9.176E0,3.294E0,3.666E0,2.612E0,2.383E0,3.002E0,1.945E0,2.797E0,2.889E0,2.01E0,2.255E0,1.028E-1,3.03E-1,3.063E-1,2.258E-1,1.896E-1,1.359E-1,1.404E-1,1.162E-1,1.129E-1,0E0,1.261E-1,1.673E1,1.258E3,8.384E4,1.455E7,2.355E1,1.383E-1,9.674E-4,1.514E3,1.036E-3,4.051E-2,7.136E-1,5.64E1,1.385E2,4.872E1,1.321E-2,-1.632E2,7.22E0,-5.814E0,-4.648E0,-1.931E0,-2.346E0,7.339E-1,1.154E0,-1.21E0,-1.023E0,-1.671E0,-1.564E-1,2.607E-2,-9.185E-1,6.295E-1,-7.442E-2,1.287E-1,-3.083E-2,9.662E-2,6.803E-2,8.841E-2,5.284E-2,0E0,7.966E-2,4.585E1,2.394E3,2.034E5,3.683E7,dog
7.913E0,6.333E-2,6.303E-3,1.724E2,4.665E-3,1.762E-1,1.176E-1,1.977E1,0E0,1.072E-2,5.794E-7,3.419E1,1.039E1,9.996E0,4.011E0,3.946E0,3.806E0,2.847E0,4.852E0,4.144E0,3.885E0,3.888E0,3.764E0,2.407E0,4.39E-2,1.877E-1,3.479E-1,2.022E-1,1.775E-1,1.508E-1,1.252E-1,1.175E-1,1.075E-1,0E0,2.598E-1,1.298E1,7.63E2,3.993E4,6.445E6,2.218E1,1.141E-1,3.189E-3,1.592E3,3.568E-3,1.37E-1,6.835E-1,4.851E1,2.206E2,4.453E2,1.713E-2,-1.597E2,3.986E0,-9.767E0,-5.829E0,-4.351E0,1.779E0,1.706E0,1.3E0,-2.064E0,-9.988E-1,-1.408E0,-2.471E0,3.452E-1,-9.446E-1,8.054E-1,-1.076E-1,1.985E-1,3.75E-2,1.488E-1,7.527E-2,4.772E-2,5.708E-2,0E0,1.938E-1,3.445E1,9.3E2,5.768E4,7.777E6,dog
1.164E1,1.151E-1,2.435E-3,1.674E2,1.408E-3,5.326E-2,4.237E-2,3.082E1,5.943E1,1.745E0,4.507E-3,1.914E1,6.953E0,6.586E0,3.895E0,3.009E0,3.196E0,2.56E0,3.052E0,4.414E0,4.081E0,4.08E0,3.332E0,2.805E0,8.571E-2,2.554E-1,3.232E-1,1.659E-1,2.439E-1,1.906E-1,1.622E-1,1.518E-1,1.149E-1,0E0,5.231E-2,1.67E1,8.633E2,3.477E4,5.386E6,2.467E1,1.607E-1,2.884E-4,1.551E3,4.839E-4,1.878E-2,6.979E-1,5.898E1,6.134E1,4.652E0,1.369E-2,-1.886E2,3.913E0,-1.06E0,-5.071E0,-3.806E0,6.928E-2,-3.699E-2,-2.517E0,-2.023E0,-2.505E-1,5.29E-1,-3.049E-1,-8.935E-1,-9.133E-1,6.617E-1,-2.06E-1,3.103E-1,-1.132E-1,1.53E-1,-2.763E-2,4.865E-2,2.726E-2,0E0,2.489E-2,4.388E1,1.684E3,9E4,1.345E7,dog
2.298E1,1.488E-1,9.623E-3,2.448E2,1.669E-3,7.065E-2,0E0,5.39E1,0E0,0E0,0E0,2.857E1,1.389E1,4.273E0,3.58E0,3.38E0,3.589E0,3.058E0,3.207E0,2.89E0,2.84E0,2.142E0,1.675E0,1.149E0,1.667E-1,2.508E-1,2.261E-1,1.524E-1,1.299E-1,1.622E-1,1.55E-1,1.229E-1,1.691E-1,0E0,2.835E-1,3.256E1,1.103E3,7.341E4,9.271E6,1.049E1,7.022E-2,3.167E-3,1.528E3,3.187E-3,1.021E-1,0E0,2.502E1,0E0,0E0,0E0,-1.898E2,-1.366E1,-1.856E-1,2.742E0,2.294E0,-1.487E0,-5.669E-1,-1.56E-1,-1.285E0,-9.648E-1,2.081E-1,-1.068E0,-4.529E-1,-9.219E-1,1.334E-1,-1.667E-1,8.085E-2,-4.627E-2,3.713E-2,-8.011E-2,-5.356E-2,-8.846E-2,0E0,1.84E-1,2.78E1,1.625E3,1.378E5,2.722E7,dog
8.082E0,5.556E-2,6.444E-3,1.652E2,2.595E-3,9.742E-2,4.416E-2,1.785E1,4.661E1,1.254E1,1.766E-3,4.248E1,7.906E0,7.412E0,3.555E0,3.135E0,3.159E0,2.391E0,2.736E0,2.074E0,1.854E0,1.835E0,1.905E0,1.973E0,3.516E-2,2.919E-1,2.598E-1,1.475E-1,1.103E-1,1.148E-1,1.074E-1,9.058E-2,8.938E-2,0E0,1.837E-1,1.334E1,1.394E3,1.218E5,2.338E7,1.923E1,1.056E-1,2.444E-3,1.511E3,1.28E-3,5.021E-2,7.963E-1,4.541E1,1.263E2,6.901E1,1.745E-2,-1.818E2,6.889E0,-9.067E0,-4.716E0,-3.097E0,-2.369E0,3.865E-1,-2.12E-1,8.384E-1,-2.893E-1,8.502E-1,6.424E-2,-9.178E-1,-9.496E-1,6.959E-1,2.386E-3,5.166E-2,-4.166E-3,6.104E-2,6.068E-3,7.207E-2,5.777E-2,0E0,9.55E-2,3.853E1,1.91E3,1.885E5,3.301E7,dog
1.243E1,1.121E-1,3.785E-3,1.468E2,2.155E-3,8.143E-2,1.581E-1,2.663E1,3.687E1,5.329E1,3.542E-4,1.548E1,5.032E0,4.679E0,3.453E0,2.433E0,2.33E0,2.519E0,2.34E0,1.972E0,1.6E0,2.531E0,2.337E0,1.827E0,8.021E-2,3.656E-1,1.953E-1,1.236E-1,1.235E-1,8.788E-2,8.868E-2,7.066E-2,8.551E-2,0E0,2.183E-1,1.713E1,1.281E3,6.61E4,1.265E7,2.77E1,1.794E-1,2.108E-3,1.648E3,3.453E-3,1.418E-1,5.139E-1,7.047E1,1.601E2,4.211E2,9.252E-3,-1.037E2,2.428E0,-1.262E0,-1.397E-1,2.926E-1,-1.984E-1,1.214E-1,7.2E-1,1.681E0,7.029E-1,2.591E-1,6.598E-1,-2.911E-1,-8.792E-1,3.229E-1,-2.198E-2,1.164E-1,-9.097E-2,3.232E-2,-2.038E-2,3.301E-3,-3.328E-2,0E0,4.18E-1,6.393E1,3.988E3,2.822E5,5.54E7,dog
8.501E0,5.543E-2,4.362E-3,1.622E2,2.172E-3,8.206E-2,4.108E-2,1.652E1,2.276E0,3.654E0,6.915E-4,1.958E1,6.647E0,6.245E0,2.635E0,3.237E0,2.789E0,2.803E0,2.637E0,2.732E0,2.896E0,2.754E0,2.599E0,2.66E0,3.505E-2,2.09E-1,2.415E-1,2.036E-1,1.893E-1,2.003E-1,1.435E-1,1.17E-1,1.347E-1,0E0,1.44E-1,9.113E0,8.451E2,7.679E4,1.381E7,1.897E1,1.125E-1,2.19E-3,1.529E3,1.871E-3,7.269E-2,6.558E-1,4.283E1,2.088E2,1.454E2,1.217E-2,-1.468E2,5.455E0,-9.085E0,-9.246E-1,-4.437E0,-2.554E0,1.224E0,4.184E0,4.508E0,-2.212E0,-2.707E0,-1.705E0,1.915E0,-9.51E-1,7.334E-1,-1.212E-1,-5.912E-3,-4.926E-2,1.191E-1,3.386E-2,1.131E-1,-5.836E-2,0E0,1.343E-1,3.766E1,1.869E3,1.959E5,3.33E7,dog
1.408E1,8.259E-2,1.997E-2,1.922E2,4.997E-3,2.029E-1,0E0,2.914E1,0E0,0E0,0E0,5.082E1,7.838E0,6.7E0,3.452E0,3.302E0,2.14E0,2.787E0,2.279E0,2.393E0,2.141E0,1.472E0,1.938E0,1.328E0,4.777E-2,4.014E-1,2.616E-1,1.863E-1,1.631E-1,1.622E-1,1.234E-1,1.168E-1,8.288E-2,0E0,6.056E-1,1.383E1,8.335E2,1.344E5,2.902E7,1.364E1,8.55E-2,9.806E-3,1.475E3,2.758E-3,1.138E-1,0E0,3.095E1,0E0,0E0,0E0,-1.622E2,4.328E0,-9.557E0,2.826E0,-1.75E0,-5.061E-2,1.662E0,2.136E0,1.968E-1,-2.975E0,-1.706E0,6.662E-1,6.463E-1,-9.548E-1,5.492E-1,-2.585E-2,-1.364E-1,-1.102E-1,-1.958E-2,1.01E-1,-4.147E-2,7.901E-3,0E0,3.117E-1,3.32E1,1.828E3,2.205E5,4.136E7,dog
8.237E0,4.458E-2,3.715E-3,1.395E2,2.297E-3,8.674E-2,5.998E-2,1.545E1,5.483E1,5.129E1,3.102E-3,3.551E1,7.076E0,7.97E0,3.249E0,3.701E0,2.234E0,2.545E0,2.288E0,2.731E0,1.93E0,2.085E0,2.219E0,1.938E0,2.746E-2,2.446E-1,2.472E-1,1.598E-1,1.336E-1,1.26E-1,1.029E-1,8.665E-2,7.815E-2,0E0,1.581E-1,8.583E0,7.605E2,9.603E4,1.817E7,1.511E1,7.86E-2,1.456E-3,1.519E3,1.444E-3,5.713E-2,6.973E-1,3.378E1,1.259E2,1.303E2,1.406E-2,-1.63E2,1.21E1,-7.349E0,-2.995E0,-2.437E0,-8.083E-1,-8.266E-1,4.707E-1,1.912E0,1.155E0,-8.705E-1,-2.842E0,-6.055E-1,-9.705E-1,7.439E-1,8.947E-2,-1.524E-2,1.902E-2,7.193E-2,1.381E-2,3.866E-2,1.621E-2,0E0,1.066E-1,2.818E1,1.3E3,1.637E5,2.932E7,dog
4.497E0,3.397E-2,3.005E-3,1.782E2,2.012E-3,7.324E-2,1.262E-1,1.096E1,0E0,0E0,0E0,1.329E1,4.525E0,2.642E0,2.924E0,3.441E0,1.958E0,2.741E0,2.901E0,2.325E0,3.119E0,3.768E0,4.654E0,3.841E0,1.575E-2,5.496E-2,2.915E-1,1.567E-1,1.623E-1,1.106E-1,1.13E-1,8.989E-2,9.365E-2,0E0,1.366E-1,3.083E0,1.871E2,2.801E4,5.586E6,2.104E1,1.152E-1,1.163E-3,1.761E3,2.993E-3,1.134E-1,6.267E-1,4.498E1,0E0,0E0,0E0,-1.377E2,1.61E1,-1.466E1,-1.561E0,7.605E-1,6.356E-3,-2.26E0,2.064E0,-5.374E0,-4.328E0,-3.371E-1,-9.603E0,-1.561E0,-9.554E-1,9.025E-1,-1.183E-1,-2.218E-1,-1.82E-2,2.327E-3,9.718E-2,7.689E-2,5.18E-2,0E0,1.863E-1,2.707E1,6.521E2,7.867E4,1.498E7,dog
3.688E0,2.239E-2,3.134E-3,1.563E2,2.065E-3,8.108E-2,1.126E-2,8.246E0,0E0,0E0,0E0,2.039E1,5.688E0,3.792E0,1.705E0,2.437E0,2.239E0,2.822E0,2.415E0,2.3E0,2.12E0,3.119E0,6.151E0,4.587E0,1.138E-2,5.207E-2,2.779E-1,1.739E-1,1.856E-1,1.161E-1,1.064E-1,9.38E-2,9.937E-2,0E0,1.717E-1,3.811E0,2.203E2,3.445E4,7.005E6,2.122E1,1.113E-1,1.433E-3,1.633E3,2.13E-3,8.51E-2,7.112E-1,4.582E1,0E0,0E0,0E0,-1.383E2,1.294E1,-1.484E1,-1.974E0,-2.1E0,3.469E-1,-1.129E0,1.055E0,-5.101E0,-1.572E0,-2.619E0,-5.217E0,2.129E-1,-9.566E-1,8.983E-1,-1.223E-1,-1.752E-1,6.278E-2,2.948E-2,8.295E-2,8.192E-2,8.856E-2,0E0,1.666E-1,2.901E1,7.42E2,9.002E4,1.706E7,dog
